,DATE,PLANT_NAME,MATERIAL_NAME,TOTAL_UNRESTRICTED_STOCK
1670,2024/05/31,CHINA-WAREHOUSE,MAT-0218,750
1671,2024/05/31,CHINA-WAREHOUSE,MAT-0229,167850
1672,2024/05/31,CHINA-WAREHOUSE,MAT-0231,23375
1673,2024/05/31,CHINA-WAREHOUSE,MAT-0233,49725
1674,2024/05/31,CHINA-WAREHOUSE,MAT-0234,254750
1675,2024/05/31,CHINA-WAREHOUSE,MAT-0235,0
1676,2024/05/31,CHINA-WAREHOUSE,MAT-0236,450
1677,2024/05/31,CHINA-WAREHOUSE,MAT-0237,789725
1678,2024/05/31,CHINA-WAREHOUSE,MAT-0250,250
1679,2024/05/31,CHINA-WAREHOUSE,MAT-0254,17800
1680,2024/05/31,CHINA-WAREHOUSE,MAT-0256,98850
1681,2024/05/31,CHINA-WAREHOUSE,MAT-0257,4775
1682,2024/05/31,CHINA-WAREHOUSE,MAT-0258,11450
1683,2024/05/31,CHINA-WAREHOUSE,MAT-0259,8500
1684,2024/05/31,CHINA-WAREHOUSE,MAT-0260,2400
1685,2024/05/31,CHINA-WAREHOUSE,MAT-0261,483350
1686,2024/05/31,CHINA-WAREHOUSE,MAT-0262,49500
1687,2024/05/31,CHINA-WAREHOUSE,MAT-0263,900
1688,2024/05/31,CHINA-WAREHOUSE,MAT-0264,138875
1689,2024/05/31,CHINA-WAREHOUSE,MAT-0265,1299350
1690,2024/05/31,CHINA-WAREHOUSE,MAT-0266,124050
1691,2024/05/31,CHINA-WAREHOUSE,MAT-0267,2234300
1692,2024/05/31,CHINA-WAREHOUSE,MAT-0268,332775
1693,2024/05/31,CHINA-WAREHOUSE,MAT-0270,460050
1694,2024/05/31,CHINA-WAREHOUSE,MAT-0271,600
1695,2024/05/31,CHINA-WAREHOUSE,MAT-0273,121000
1696,2024/05/31,CHINA-WAREHOUSE,MAT-0276,559350
1697,2024/05/31,CHINA-WAREHOUSE,MAT-0281,0
1698,2024/05/31,CHINA-WAREHOUSE,MAT-0283,8286
1699,2024/05/31,CHINA-WAREHOUSE,MAT-0284,60000
1700,2024/05/31,CHINA-WAREHOUSE,MAT-0285,134750
1701,2024/05/31,CHINA-WAREHOUSE,MAT-0290,24700
1702,2024/05/31,CHINA-WAREHOUSE,MAT-0295,108800
1703,2024/05/31,CHINA-WAREHOUSE,MAT-0296,24750
1704,2024/05/31,CHINA-WAREHOUSE,MAT-0312,21625
1705,2024/05/31,CHINA-WAREHOUSE,MAT-0313,53150
1706,2024/05/31,CHINA-WAREHOUSE,MAT-0314,1570275
1707,2024/05/31,CHINA-WAREHOUSE,MAT-0316,813825
1708,2024/05/31,CHINA-WAREHOUSE,MAT-0317,384375
1709,2024/05/31,CHINA-WAREHOUSE,MAT-0318,146425
1710,2024/05/31,CHINA-WAREHOUSE,MAT-0319,1352850
1711,2024/05/31,CHINA-WAREHOUSE,MAT-0320,725
1712,2024/05/31,CHINA-WAREHOUSE,MAT-0321,1682250
1713,2024/05/31,CHINA-WAREHOUSE,MAT-0322,242275
1714,2024/05/31,CHINA-WAREHOUSE,MAT-0323,246025
1715,2024/05/31,CHINA-WAREHOUSE,MAT-0324,437975
1716,2024/05/31,CHINA-WAREHOUSE,MAT-0325,238725
1717,2024/05/31,CHINA-WAREHOUSE,MAT-0326,83475
1718,2024/05/31,CHINA-WAREHOUSE,MAT-0327,49550
1719,2024/05/31,CHINA-WAREHOUSE,MAT-0328,453900
1720,2024/05/31,CHINA-WAREHOUSE,MAT-0329,22800
1721,2024/05/31,CHINA-WAREHOUSE,MAT-0330,24275
1722,2024/05/31,CHINA-WAREHOUSE,MAT-0332,3467800
1723,2024/05/31,CHINA-WAREHOUSE,MAT-0333,0
1724,2024/05/31,CHINA-WAREHOUSE,MAT-0334,45075
1725,2024/05/31,CHINA-WAREHOUSE,MAT-0338,8975
1726,2024/05/31,CHINA-WAREHOUSE,MAT-0339,20725
1727,2024/05/31,CHINA-WAREHOUSE,MAT-0340,341800
1728,2024/05/31,CHINA-WAREHOUSE,MAT-0350,25325
1729,2024/05/31,CHINA-WAREHOUSE,MAT-0351,176775
1730,2024/05/31,CHINA-WAREHOUSE,MAT-0352,17150
1731,2024/05/31,CHINA-WAREHOUSE,MAT-0353,417775
1732,2024/05/31,CHINA-WAREHOUSE,MAT-0354,275
1733,2024/05/31,CHINA-WAREHOUSE,MAT-0356,60875
1734,2024/05/31,CHINA-WAREHOUSE,MAT-0357,68875
1735,2024/05/31,CHINA-WAREHOUSE,MAT-0358,0
1736,2024/05/31,CHINA-WAREHOUSE,MAT-0373,2550
1737,2024/05/31,CHINA-WAREHOUSE,MAT-0374,24025
1738,2024/05/31,CHINA-WAREHOUSE,MAT-0375,101600
1739,2024/05/31,CHINA-WAREHOUSE,MAT-0376,2075
1740,2024/05/31,CHINA-WAREHOUSE,MAT-0377,152200
1741,2024/05/31,CHINA-WAREHOUSE,MAT-0378,351425
1742,2024/05/31,CHINA-WAREHOUSE,MAT-0379,654425
1743,2024/05/31,CHINA-WAREHOUSE,MAT-0380,207575
1744,2024/05/31,CHINA-WAREHOUSE,MAT-0381,48950
1745,2024/05/31,CHINA-WAREHOUSE,MAT-0382,916900
1746,2024/05/31,CHINA-WAREHOUSE,MAT-0383,35675
1747,2024/05/31,CHINA-WAREHOUSE,MAT-0384,321300
1748,2024/05/31,CHINA-WAREHOUSE,MAT-0385,650
1749,2024/05/31,CHINA-WAREHOUSE,MAT-0386,501525
1750,2024/05/31,CHINA-WAREHOUSE,MAT-0387,20800
1751,2024/05/31,CHINA-WAREHOUSE,MAT-0388,527825
1752,2024/05/31,CHINA-WAREHOUSE,MAT-0389,629625
1753,2024/05/31,CHINA-WAREHOUSE,MAT-0390,313950
1754,2024/05/31,CHINA-WAREHOUSE,MAT-0391,19200
1755,2024/05/31,CHINA-WAREHOUSE,MAT-0392,7625
1756,2024/05/31,CHINA-WAREHOUSE,MAT-0393,98525
1757,2024/05/31,CHINA-WAREHOUSE,MAT-0396,106650
1758,2024/05/31,CHINA-WAREHOUSE,MAT-0397,24650
1759,2024/05/31,CHINA-WAREHOUSE,MAT-0398,116200
1760,2024/05/31,CHINA-WAREHOUSE,MAT-0413,1050825
1761,2024/05/31,CHINA-WAREHOUSE,MAT-0415,891550
1762,2024/05/31,CHINA-WAREHOUSE,MAT-0416,151375
1763,2024/05/31,CHINA-WAREHOUSE,MAT-0428,627675
1764,2024/05/31,CHINA-WAREHOUSE,MAT-0429,0
1765,2024/05/31,CHINA-WAREHOUSE,MAT-0430,18950
1766,2024/06/30,CHINA-WAREHOUSE,MAT-0001,1396350
1767,2024/06/30,CHINA-WAREHOUSE,MAT-0002,421900
1768,2024/06/30,CHINA-WAREHOUSE,MAT-0003,39168
1769,2024/06/30,CHINA-WAREHOUSE,MAT-0004,73475
1770,2024/06/30,CHINA-WAREHOUSE,MAT-0007,1276400
1771,2024/06/30,CHINA-WAREHOUSE,MAT-0008,0
1772,2024/06/30,CHINA-WAREHOUSE,MAT-0009,297700
1773,2024/06/30,CHINA-WAREHOUSE,MAT-0011,218200
1774,2024/06/30,CHINA-WAREHOUSE,MAT-0012,24750
1775,2024/06/30,CHINA-WAREHOUSE,MAT-0013,391350
1776,2024/06/30,CHINA-WAREHOUSE,MAT-0015,450725
1777,2024/06/30,CHINA-WAREHOUSE,MAT-0017,39975
1778,2024/06/30,CHINA-WAREHOUSE,MAT-0018,247500
1779,2024/06/30,CHINA-WAREHOUSE,MAT-0032,290075
1780,2024/06/30,CHINA-WAREHOUSE,MAT-0035,915900
1781,2024/06/30,CHINA-WAREHOUSE,MAT-0036,159300
1782,2024/06/30,CHINA-WAREHOUSE,MAT-0037,48125
1783,2024/06/30,CHINA-WAREHOUSE,MAT-0042,90425
1784,2024/06/30,CHINA-WAREHOUSE,MAT-0046,760675
1785,2024/06/30,CHINA-WAREHOUSE,MAT-0047,309425
1786,2024/06/30,CHINA-WAREHOUSE,MAT-0049,180225
1787,2024/06/30,CHINA-WAREHOUSE,MAT-0050,211525
1788,2024/06/30,CHINA-WAREHOUSE,MAT-0052,159600
1789,2024/06/30,CHINA-WAREHOUSE,MAT-0053,528650
1790,2024/06/30,CHINA-WAREHOUSE,MAT-0054,28550
1791,2024/06/30,CHINA-WAREHOUSE,MAT-0055,779075
1792,2024/06/30,CHINA-WAREHOUSE,MAT-0056,1785225
1793,2024/06/30,CHINA-WAREHOUSE,MAT-0057,14700
1794,2024/06/30,CHINA-WAREHOUSE,MAT-0058,1209
1795,2024/06/30,CHINA-WAREHOUSE,MAT-0064,250
1796,2024/06/30,CHINA-WAREHOUSE,MAT-0065,416675
1797,2024/06/30,CHINA-WAREHOUSE,MAT-0066,73900
1798,2024/06/30,CHINA-WAREHOUSE,MAT-0067,24750
1799,2024/06/30,CHINA-WAREHOUSE,MAT-0068,24750
1800,2024/06/30,CHINA-WAREHOUSE,MAT-0082,733075
1801,2024/06/30,CHINA-WAREHOUSE,MAT-0084,1129550
1802,2024/06/30,CHINA-WAREHOUSE,MAT-0085,233325
1803,2024/06/30,CHINA-WAREHOUSE,MAT-0086,127375
1804,2024/06/30,CHINA-WAREHOUSE,MAT-0087,24750
1805,2024/06/30,CHINA-WAREHOUSE,MAT-0092,1953350
1806,2024/06/30,CHINA-WAREHOUSE,MAT-0094,1800
1807,2024/06/30,CHINA-WAREHOUSE,MAT-0096,173125
1808,2024/06/30,CHINA-WAREHOUSE,MAT-0097,194150
1809,2024/06/30,CHINA-WAREHOUSE,MAT-0098,2425
1810,2024/06/30,CHINA-WAREHOUSE,MAT-0099,713625
1811,2024/06/30,CHINA-WAREHOUSE,MAT-0101,91400
1812,2024/06/30,CHINA-WAREHOUSE,MAT-0103,2525
1813,2024/06/30,CHINA-WAREHOUSE,MAT-0104,18250
1814,2024/06/30,CHINA-WAREHOUSE,MAT-0105,16475
1815,2024/06/30,CHINA-WAREHOUSE,MAT-0106,78075
1816,2024/06/30,CHINA-WAREHOUSE,MAT-0107,36400
1817,2024/06/30,CHINA-WAREHOUSE,MAT-0111,681700
1818,2024/06/30,CHINA-WAREHOUSE,MAT-0112,2730475
1819,2024/06/30,CHINA-WAREHOUSE,MAT-0113,1750
1820,2024/06/30,CHINA-WAREHOUSE,MAT-0114,31925
1821,2024/06/30,CHINA-WAREHOUSE,MAT-0115,14350
1822,2024/06/30,CHINA-WAREHOUSE,MAT-0116,250925
1823,2024/06/30,CHINA-WAREHOUSE,MAT-0118,24750
1824,2024/06/30,CHINA-WAREHOUSE,MAT-0137,260700
1825,2024/06/30,CHINA-WAREHOUSE,MAT-0138,23725
1826,2024/06/30,CHINA-WAREHOUSE,MAT-0141,150850
1827,2024/06/30,CHINA-WAREHOUSE,MAT-0142,700425
1828,2024/06/30,CHINA-WAREHOUSE,MAT-0143,544475
1829,2024/06/30,CHINA-WAREHOUSE,MAT-0144,1121925
1830,2024/06/30,CHINA-WAREHOUSE,MAT-0145,4047525
1831,2024/06/30,CHINA-WAREHOUSE,MAT-0146,223300
1832,2024/06/30,CHINA-WAREHOUSE,MAT-0147,52050
1833,2024/06/30,CHINA-WAREHOUSE,MAT-0148,75950
1834,2024/06/30,CHINA-WAREHOUSE,MAT-0150,166875
1835,2024/06/30,CHINA-WAREHOUSE,MAT-0151,228675
1836,2024/06/30,CHINA-WAREHOUSE,MAT-0152,40950
1837,2024/06/30,CHINA-WAREHOUSE,MAT-0153,401775
1838,2024/06/30,CHINA-WAREHOUSE,MAT-0154,97250
1839,2024/06/30,CHINA-WAREHOUSE,MAT-0156,896625
1840,2024/06/30,CHINA-WAREHOUSE,MAT-0157,600
1841,2024/06/30,CHINA-WAREHOUSE,MAT-0158,257000
1842,2024/06/30,CHINA-WAREHOUSE,MAT-0159,0
1843,2024/06/30,CHINA-WAREHOUSE,MAT-0160,0
1844,2024/06/30,CHINA-WAREHOUSE,MAT-0161,99000
1845,2024/06/30,CHINA-WAREHOUSE,MAT-0162,24750
1846,2024/06/30,CHINA-WAREHOUSE,MAT-0163,534800
1847,2024/06/30,CHINA-WAREHOUSE,MAT-0164,37125
1848,2024/06/30,CHINA-WAREHOUSE,MAT-0165,71500
1849,2024/06/30,CHINA-WAREHOUSE,MAT-0166,256050
1850,2024/06/30,CHINA-WAREHOUSE,MAT-0174,64875
1851,2024/06/30,CHINA-WAREHOUSE,MAT-0175,36850
1852,2024/06/30,CHINA-WAREHOUSE,MAT-0176,152625
1853,2024/06/30,CHINA-WAREHOUSE,MAT-0177,2425
1854,2024/06/30,CHINA-WAREHOUSE,MAT-0178,101800
1855,2024/06/30,CHINA-WAREHOUSE,MAT-0179,7775
1856,2024/06/30,CHINA-WAREHOUSE,MAT-0180,36975
1857,2024/06/30,CHINA-WAREHOUSE,MAT-0188,426100
1858,2024/06/30,CHINA-WAREHOUSE,MAT-0193,292530
1859,2024/06/30,CHINA-WAREHOUSE,MAT-0195,556425
1860,2024/06/30,CHINA-WAREHOUSE,MAT-0196,234625
1861,2024/06/30,CHINA-WAREHOUSE,MAT-0197,67800
1862,2024/06/30,CHINA-WAREHOUSE,MAT-0198,1007075
1863,2024/06/30,CHINA-WAREHOUSE,MAT-0199,14525
1864,2024/06/30,CHINA-WAREHOUSE,MAT-0201,343500
1865,2024/06/30,CHINA-WAREHOUSE,MAT-0202,111125
1866,2024/06/30,CHINA-WAREHOUSE,MAT-0204,10200
1867,2024/06/30,CHINA-WAREHOUSE,MAT-0206,71100
1868,2024/06/30,CHINA-WAREHOUSE,MAT-0207,59300
1869,2024/06/30,CHINA-WAREHOUSE,MAT-0208,1375
1870,2024/06/30,CHINA-WAREHOUSE,MAT-0215,7700
1871,2024/06/30,CHINA-WAREHOUSE,MAT-0216,0
1872,2024/06/30,CHINA-WAREHOUSE,MAT-0217,153250
1873,2024/06/30,CHINA-WAREHOUSE,MAT-0218,750
1874,2024/06/30,CHINA-WAREHOUSE,MAT-0229,1435325
1875,2024/06/30,CHINA-WAREHOUSE,MAT-0231,17725
1876,2024/06/30,CHINA-WAREHOUSE,MAT-0233,49575
1877,2024/06/30,CHINA-WAREHOUSE,MAT-0234,30225
1878,2024/06/30,CHINA-WAREHOUSE,MAT-0235,0
1879,2024/06/30,CHINA-WAREHOUSE,MAT-0236,450
1880,2024/06/30,CHINA-WAREHOUSE,MAT-0237,787925
1881,2024/06/30,CHINA-WAREHOUSE,MAT-0246,74250
1882,2024/06/30,CHINA-WAREHOUSE,MAT-0250,250
1883,2024/06/30,CHINA-WAREHOUSE,MAT-0254,17800
1884,2024/06/30,CHINA-WAREHOUSE,MAT-0256,98850
1885,2024/06/30,CHINA-WAREHOUSE,MAT-0259,7250
1886,2024/06/30,CHINA-WAREHOUSE,MAT-0260,1800
1887,2024/06/30,CHINA-WAREHOUSE,MAT-0261,483250
1888,2024/06/30,CHINA-WAREHOUSE,MAT-0262,49500
1889,2024/06/30,CHINA-WAREHOUSE,MAT-0263,900
1890,2024/06/30,CHINA-WAREHOUSE,MAT-0264,653550
1891,2024/06/30,CHINA-WAREHOUSE,MAT-0265,1241600
1892,2024/06/30,CHINA-WAREHOUSE,MAT-0266,74150
1893,2024/06/30,CHINA-WAREHOUSE,MAT-0267,2009650
1894,2024/06/30,CHINA-WAREHOUSE,MAT-0268,460200
1895,2024/06/30,CHINA-WAREHOUSE,MAT-0270,317775
1896,2024/06/30,CHINA-WAREHOUSE,MAT-0271,600
1897,2024/06/30,CHINA-WAREHOUSE,MAT-0273,121000
1898,2024/06/30,CHINA-WAREHOUSE,MAT-0276,656775
1899,2024/06/30,CHINA-WAREHOUSE,MAT-0281,0
1900,2024/06/30,CHINA-WAREHOUSE,MAT-0283,8286
1901,2024/06/30,CHINA-WAREHOUSE,MAT-0284,60000
1902,2024/06/30,CHINA-WAREHOUSE,MAT-0285,233750
1903,2024/06/30,CHINA-WAREHOUSE,MAT-0290,24700
1904,2024/06/30,CHINA-WAREHOUSE,MAT-0291,24750
1905,2024/06/30,CHINA-WAREHOUSE,MAT-0295,108800
1906,2024/06/30,CHINA-WAREHOUSE,MAT-0296,24750
1907,2024/06/30,CHINA-WAREHOUSE,MAT-0312,46550
1908,2024/06/30,CHINA-WAREHOUSE,MAT-0313,155000
1909,2024/06/30,CHINA-WAREHOUSE,MAT-0314,1354500
1910,2024/06/30,CHINA-WAREHOUSE,MAT-0315,890925
1911,2024/06/30,CHINA-WAREHOUSE,MAT-0316,307625
1912,2024/06/30,CHINA-WAREHOUSE,MAT-0317,308925
1913,2024/06/30,CHINA-WAREHOUSE,MAT-0318,124325
1914,2024/06/30,CHINA-WAREHOUSE,MAT-0319,284350
1915,2024/06/30,CHINA-WAREHOUSE,MAT-0320,50225
1916,2024/06/30,CHINA-WAREHOUSE,MAT-0321,800600
1917,2024/06/30,CHINA-WAREHOUSE,MAT-0322,588375
1918,2024/06/30,CHINA-WAREHOUSE,MAT-0323,220425
1919,2024/06/30,CHINA-WAREHOUSE,MAT-0324,377275
1920,2024/06/30,CHINA-WAREHOUSE,MAT-0325,254900
1921,2024/06/30,CHINA-WAREHOUSE,MAT-0326,58725
1922,2024/06/30,CHINA-WAREHOUSE,MAT-0327,272250
1923,2024/06/30,CHINA-WAREHOUSE,MAT-0328,702250
1924,2024/06/30,CHINA-WAREHOUSE,MAT-0329,22775
1925,2024/06/30,CHINA-WAREHOUSE,MAT-0330,24275
1926,2024/06/30,CHINA-WAREHOUSE,MAT-0332,3679775
1927,2024/06/30,CHINA-WAREHOUSE,MAT-0333,0
1928,2024/06/30,CHINA-WAREHOUSE,MAT-0334,43700
1929,2024/06/30,CHINA-WAREHOUSE,MAT-0338,8750
1930,2024/06/30,CHINA-WAREHOUSE,MAT-0339,14550
1931,2024/06/30,CHINA-WAREHOUSE,MAT-0340,267225
1932,2024/06/30,CHINA-WAREHOUSE,MAT-0350,0
1933,2024/06/30,CHINA-WAREHOUSE,MAT-0351,176775
1934,2024/06/30,CHINA-WAREHOUSE,MAT-0352,15775
1935,2024/06/30,CHINA-WAREHOUSE,MAT-0353,267525
1936,2024/06/30,CHINA-WAREHOUSE,MAT-0354,534625
1937,2024/06/30,CHINA-WAREHOUSE,MAT-0356,711025
1938,2024/06/30,CHINA-WAREHOUSE,MAT-0357,23875
1939,2024/06/30,CHINA-WAREHOUSE,MAT-0358,300
1940,2024/06/30,CHINA-WAREHOUSE,MAT-0367,24750
1941,2024/06/30,CHINA-WAREHOUSE,MAT-0373,2550
1942,2024/06/30,CHINA-WAREHOUSE,MAT-0374,122525
1943,2024/06/30,CHINA-WAREHOUSE,MAT-0375,112000
1944,2024/06/30,CHINA-WAREHOUSE,MAT-0376,2050
1945,2024/06/30,CHINA-WAREHOUSE,MAT-0377,152200
1946,2024/06/30,CHINA-WAREHOUSE,MAT-0378,276425
1947,2024/06/30,CHINA-WAREHOUSE,MAT-0379,690375
1948,2024/06/30,CHINA-WAREHOUSE,MAT-0380,182700
1949,2024/06/30,CHINA-WAREHOUSE,MAT-0381,48950
1950,2024/06/30,CHINA-WAREHOUSE,MAT-0382,652525
1951,2024/06/30,CHINA-WAREHOUSE,MAT-0383,35625
1952,2024/06/30,CHINA-WAREHOUSE,MAT-0384,296500
1953,2024/06/30,CHINA-WAREHOUSE,MAT-0385,650
1954,2024/06/30,CHINA-WAREHOUSE,MAT-0386,748725
1955,2024/06/30,CHINA-WAREHOUSE,MAT-0387,20800
1956,2024/06/30,CHINA-WAREHOUSE,MAT-0388,577300
1957,2024/06/30,CHINA-WAREHOUSE,MAT-0389,1183275
1958,2024/06/30,CHINA-WAREHOUSE,MAT-0390,423575
1959,2024/06/30,CHINA-WAREHOUSE,MAT-0391,19025
1960,2024/06/30,CHINA-WAREHOUSE,MAT-0392,26150
1961,2024/06/30,CHINA-WAREHOUSE,MAT-0393,196525
1962,2024/06/30,CHINA-WAREHOUSE,MAT-0394,24750
1963,2024/06/30,CHINA-WAREHOUSE,MAT-0397,24500
1964,2024/06/30,CHINA-WAREHOUSE,MAT-0399,1683000
1965,2024/06/30,CHINA-WAREHOUSE,MAT-0400,2217350
1966,2024/06/30,CHINA-WAREHOUSE,MAT-0413,2263075
1967,2024/06/30,CHINA-WAREHOUSE,MAT-0415,2894600
1968,2024/06/30,CHINA-WAREHOUSE,MAT-0416,200600
1969,2024/06/30,CHINA-WAREHOUSE,MAT-0417,37700
1970,2024/06/30,CHINA-WAREHOUSE,MAT-0418,4125
1971,2024/06/30,CHINA-WAREHOUSE,MAT-0428,578175
1972,2024/06/30,CHINA-WAREHOUSE,MAT-0429,0
1973,2024/06/30,CHINA-WAREHOUSE,MAT-0430,67050
1974,2024/07/31,CHINA-WAREHOUSE,MAT-0001,1775400
1975,2024/07/31,CHINA-WAREHOUSE,MAT-0002,410900
1976,2024/07/31,CHINA-WAREHOUSE,MAT-0003,97920
1977,2024/07/31,CHINA-WAREHOUSE,MAT-0004,72000
1978,2024/07/31,CHINA-WAREHOUSE,MAT-0007,1039600
1979,2024/07/31,CHINA-WAREHOUSE,MAT-0008,0
1980,2024/07/31,CHINA-WAREHOUSE,MAT-0009,297700
1981,2024/07/31,CHINA-WAREHOUSE,MAT-0011,216825
1982,2024/07/31,CHINA-WAREHOUSE,MAT-0012,22000
1983,2024/07/31,CHINA-WAREHOUSE,MAT-0013,420575
1984,2024/07/31,CHINA-WAREHOUSE,MAT-0015,374800
1985,2024/07/31,CHINA-WAREHOUSE,MAT-0017,39900
1986,2024/07/31,CHINA-WAREHOUSE,MAT-0018,305125
1987,2024/07/31,CHINA-WAREHOUSE,MAT-0032,264425
1988,2024/07/31,CHINA-WAREHOUSE,MAT-0035,915800
1989,2024/07/31,CHINA-WAREHOUSE,MAT-0036,159225
1990,2024/07/31,CHINA-WAREHOUSE,MAT-0037,48125
1991,2024/07/31,CHINA-WAREHOUSE,MAT-0042,90425
1992,2024/07/31,CHINA-WAREHOUSE,MAT-0046,1011800
1993,2024/07/31,CHINA-WAREHOUSE,MAT-0047,196900
1994,2024/07/31,CHINA-WAREHOUSE,MAT-0049,130400
1995,2024/07/31,CHINA-WAREHOUSE,MAT-0050,181200
1996,2024/07/31,CHINA-WAREHOUSE,MAT-0052,158400
1997,2024/07/31,CHINA-WAREHOUSE,MAT-0053,469025
1998,2024/07/31,CHINA-WAREHOUSE,MAT-0054,28550
1999,2024/07/31,CHINA-WAREHOUSE,MAT-0055,954650
2000,2024/07/31,CHINA-WAREHOUSE,MAT-0056,1825275
2001,2024/07/31,CHINA-WAREHOUSE,MAT-0057,14700
2002,2024/07/31,CHINA-WAREHOUSE,MAT-0058,1978
2003,2024/07/31,CHINA-WAREHOUSE,MAT-0060,74250
2004,2024/07/31,CHINA-WAREHOUSE,MAT-0065,587400
2005,2024/07/31,CHINA-WAREHOUSE,MAT-0066,70900
2006,2024/07/31,CHINA-WAREHOUSE,MAT-0067,24750
2007,2024/07/31,CHINA-WAREHOUSE,MAT-0068,24750
2008,2024/07/31,CHINA-WAREHOUSE,MAT-0069,24750
2009,2024/07/31,CHINA-WAREHOUSE,MAT-0070,24750
2010,2024/07/31,CHINA-WAREHOUSE,MAT-0082,1095550
2011,2024/07/31,CHINA-WAREHOUSE,MAT-0084,1630850
2012,2024/07/31,CHINA-WAREHOUSE,MAT-0085,528725
2013,2024/07/31,CHINA-WAREHOUSE,MAT-0086,120500
2014,2024/07/31,CHINA-WAREHOUSE,MAT-0087,24750
2015,2024/07/31,CHINA-WAREHOUSE,MAT-0091,51000
2016,2024/07/31,CHINA-WAREHOUSE,MAT-0092,1527900
2017,2024/07/31,CHINA-WAREHOUSE,MAT-0094,1800
2018,2024/07/31,CHINA-WAREHOUSE,MAT-0096,173125
2019,2024/07/31,CHINA-WAREHOUSE,MAT-0097,119850
2020,2024/07/31,CHINA-WAREHOUSE,MAT-0098,373675
2021,2024/07/31,CHINA-WAREHOUSE,MAT-0099,909125
2022,2024/07/31,CHINA-WAREHOUSE,MAT-0101,215150
2023,2024/07/31,CHINA-WAREHOUSE,MAT-0104,16875
2024,2024/07/31,CHINA-WAREHOUSE,MAT-0105,9600
2025,2024/07/31,CHINA-WAREHOUSE,MAT-0106,78075
2026,2024/07/31,CHINA-WAREHOUSE,MAT-0107,36400
2027,2024/07/31,CHINA-WAREHOUSE,MAT-0111,582450
2028,2024/07/31,CHINA-WAREHOUSE,MAT-0112,2264625
2029,2024/07/31,CHINA-WAREHOUSE,MAT-0113,1700
2030,2024/07/31,CHINA-WAREHOUSE,MAT-0114,375
2031,2024/07/31,CHINA-WAREHOUSE,MAT-0115,14350
2032,2024/07/31,CHINA-WAREHOUSE,MAT-0116,241050
2033,2024/07/31,CHINA-WAREHOUSE,MAT-0118,24650
2034,2024/07/31,CHINA-WAREHOUSE,MAT-0119,4125
2035,2024/07/31,CHINA-WAREHOUSE,MAT-0137,457150
2036,2024/07/31,CHINA-WAREHOUSE,MAT-0138,23725
2037,2024/07/31,CHINA-WAREHOUSE,MAT-0141,150850
2038,2024/07/31,CHINA-WAREHOUSE,MAT-0142,1127400
2039,2024/07/31,CHINA-WAREHOUSE,MAT-0143,748650
2040,2024/07/31,CHINA-WAREHOUSE,MAT-0144,767575
2041,2024/07/31,CHINA-WAREHOUSE,MAT-0145,5201475
2042,2024/07/31,CHINA-WAREHOUSE,MAT-0146,25100
2043,2024/07/31,CHINA-WAREHOUSE,MAT-0147,31425
2044,2024/07/31,CHINA-WAREHOUSE,MAT-0148,73150
2045,2024/07/31,CHINA-WAREHOUSE,MAT-0150,151400
2046,2024/07/31,CHINA-WAREHOUSE,MAT-0151,133725
2047,2024/07/31,CHINA-WAREHOUSE,MAT-0152,40950
2048,2024/07/31,CHINA-WAREHOUSE,MAT-0153,203775
2049,2024/07/31,CHINA-WAREHOUSE,MAT-0154,69100
2050,2024/07/31,CHINA-WAREHOUSE,MAT-0156,995525
2051,2024/07/31,CHINA-WAREHOUSE,MAT-0157,600
2052,2024/07/31,CHINA-WAREHOUSE,MAT-0158,280275
2053,2024/07/31,CHINA-WAREHOUSE,MAT-0159,261225
2054,2024/07/31,CHINA-WAREHOUSE,MAT-0160,222750
2055,2024/07/31,CHINA-WAREHOUSE,MAT-0161,99000
2056,2024/07/31,CHINA-WAREHOUSE,MAT-0162,24750
2057,2024/07/31,CHINA-WAREHOUSE,MAT-0163,534800
2058,2024/07/31,CHINA-WAREHOUSE,MAT-0164,37125
2059,2024/07/31,CHINA-WAREHOUSE,MAT-0165,39825
2060,2024/07/31,CHINA-WAREHOUSE,MAT-0166,256050
2061,2024/07/31,CHINA-WAREHOUSE,MAT-0167,148500
2062,2024/07/31,CHINA-WAREHOUSE,MAT-0174,60750
2063,2024/07/31,CHINA-WAREHOUSE,MAT-0175,130475
2064,2024/07/31,CHINA-WAREHOUSE,MAT-0176,178125
2065,2024/07/31,CHINA-WAREHOUSE,MAT-0177,2425
2066,2024/07/31,CHINA-WAREHOUSE,MAT-0178,48750
2067,2024/07/31,CHINA-WAREHOUSE,MAT-0179,7775
2068,2024/07/31,CHINA-WAREHOUSE,MAT-0180,36875
2069,2024/07/31,CHINA-WAREHOUSE,MAT-0188,425525
2070,2024/07/31,CHINA-WAREHOUSE,MAT-0190,297000
2071,2024/07/31,CHINA-WAREHOUSE,MAT-0193,242760
2072,2024/07/31,CHINA-WAREHOUSE,MAT-0195,546600
2073,2024/07/31,CHINA-WAREHOUSE,MAT-0196,262125
2074,2024/07/31,CHINA-WAREHOUSE,MAT-0197,102325
2075,2024/07/31,CHINA-WAREHOUSE,MAT-0198,1007300
2076,2024/07/31,CHINA-WAREHOUSE,MAT-0199,14350
2077,2024/07/31,CHINA-WAREHOUSE,MAT-0201,631500
2078,2024/07/31,CHINA-WAREHOUSE,MAT-0202,47125
2079,2024/07/31,CHINA-WAREHOUSE,MAT-0204,10200
